|text|labels
813|what year did ireland elect its first woman president|4
814|what is isthmus|0
815|what was name orca died fungal infection|1
816|where is mozambique located|5
817|what is mississippi 's state animal|1
818|what 's origin word news|0
819|what did dan aykroyd john belushi quit saturday night live become|1
820|how many months does normal human pregnancy last|4
821|how do fuel injectors work|0
822|how can your school march macy 's thanksgiving parade|0
823|what is real name disc jockey wolfman jack|3
824|what italian liner was hijacked 1985|1
825|what city houses u.s. headquarters procter gamble|5
826|what soap was touted as being people who like people|1
827|how much was minimum wage 1991|4
828|what does nafta stand|2
829|who invented silly putty|3
830|what new middle school was built philadelphia pennsylvania last year|3
831|who patented first phonograph|3
832|what are some tips building fire fireplace|1
833|what do manatees eat|1
834|how do you say latin|1
835|what were popular songs types songs 1920s|1
836|how many vietnamese were there soviet union|4
837|what is november 's birthstone|1
838|what is certified nurse midwife|0
839|average how many miles are there moon|4
840|who created private detective philip marlowe|3
841|what boris pasternak book sold copies become fiction best seller 1958|1
842|what is origin expression tout de suite|0
843|what is longest english word|1
844|what is purpose car bra|0
845|what is d.b. cooper known|0
846|who is colin powell|3
847|what species is colt|1
848|what is full name plo|2
849|what is smallest country africa|5
850|who coined term nn cyberspace his novel nn neuromancer|3
851|what age followed bronze age|1
852|what is her profession|3
853|what is full name man who invented multicolored game cube has 42.3 quintillion potential combinations|3
854|what does word laser mean|2
855|what does name anthony mean|0
856|who was lauren bacall 's first husband|3
857|what is rhomboideus minor|0
858|how many hands does bjorn borg use when hitting his forehand|4
859|how many people died day|4
860|what u.s. congressman said keep faith baby|3
861|who created character scrooge|3
862|what is student population at university massachusetts amherst|4
863|where is windsor castle|5
864|when did dow first reach|4
865|why were people recruited vietnam war|0
866|what party was winston churchill member|3
867|what american league baseball team 's worst finish between 1926 1964 was fourth|3
868|where can find names all 15 pokemon|5
869|what state does martha stewart live|5
870|killer whale died at sea world fungal infection|1
871|what are benelux countries|5
872|where 's petrified forest|5
873|what is language spoken sioux|1
874|where is tornado alley|5
875|who was author john brown 's body|3
876|what american poet wrote good fences make good neighbors|3
877|what state u.s. has most blacks|5
878|why are electric cars less efficient northeast than california|0
879|what was occupation mandy rice davies|3
880|what is city maurizio pellegrin lives called|5
881|who painted sistine chapel|3
882|name various costumed personas dr. henry pym|3
883|what breed dog was little rascals dog|1
884|what are living conditions cuba|0
885|what color are school buses|1
886|what is oldest website internet|5
887|what events happened january 26 1978|1
888|what explorers followed columbus americas|3
889|who is actress goldie hawn 's current actor boyfriend|3
890|who banned peter rose baseball betting games|3
891|what are seven virtues|0
892|what other name were little rascals known as|1
893|when was san francisco fire|4
894|what is fear food|1
895|how many casinos are atlantic city nj|4
896|what year did vietnam war end|4
897|what are names richard nixon 's two daughters|3
898|what 's word broken glass or sharp rocks embedded cement top wall|1
899|what is chromosome number elephant|4
900|what organization was founded rev. jerry falwell|3
901|what 's longest river world|5
902|soft drink does madonna advertise|1
903|what company is being bought yahoo how much is deal worth|3
904|when was berlin 's brandenburg gate erected|4
905|how many double word score spaces are there scrabble crossword game board|4
906|what year did germany sign its nonaggression pact soviet union|4
907|what mountain range is traversed highest railroad world|5
908|why were american soldiers wwi called doughboys|0
909|who was nicknamed little corporal|3
910|how many cds has garth brooks sold|4
911|name vessel used atari force dc comics|1
912|where are leading medical groups specializing lung diseases|5
913|how can find online spelling punctuation drills my 6th grader|0
914|what 's sacred river india|5
915|what is stefan edberg 's native country|5
916|what is only gland humans can regenerate itself|1
917|how many gutenberg bibles are there|4
918|name largest country south america|5
919|what astronomical phenomenon takes place jan. 1999|1
920|what information can you get me fairground park st. louis|0
921|what was american folk hero john chapman 's nickname|3
922|what is difference between median mean|0
923|what was top box office movie april 1998|1
924|what makes thunder|0
925|what author did photographer yousuf karsh call shiest man ever met|3
926|is largest clock diameter wise europe|1
927|what plant is rum made|1
928|what country are godiva chocolates|5
929|name poet poem begins do not know much about gods but think river is strong brown god sullen untamed|3
930|condiment was once sold as patent medicine|1
931|what u.s. state records least rainfall|5
932|why did world enter global depression 1929|0
933|what was archy mehitabel|0
934|what texas city got its name spanish yellow|5
935|what are chemicals used glowsticks|1
936|what country did nile river originate|5
937|what color are tennis balls|1
938|what barroom judge called himself law west pecos|3
939|what excuse did nato people give hitting chinese embassy|0
940|who was president costa rica 1994|3
941|what sports event is meyer wolfsheim supposed have fixed great gatsby|1
942|what country has best defensive position board game diplomacy|5
943|what two countries share khyber pass|5
944|who was chairman senate select committee tried get bottom watergate|3
945|what is origin surname braun|0
946|what card game has variations called canfield klondike spider|1
947|what is australia day|0
948|what mammal north america is world 's longest lived its size|1
949|what was chivington massacre|0
950|what actor starred 1980 's blue lagoon 1982 's pirate movie 1983 's night heaven|3
951|how many home runs did lou gehrig have during his career|4
952|what city is headquarters sinn fein|5
953|where can find information george bush|5
954|who is voice miss piggy|3
955|what is dialogue circle cartoons called|1
956|what does word camaro mean gm car camaro|0
